order_id,user_id,order_date,order_status,total_amount
O00007666,U001983,28/08/2024 14:00,shipped,1500
O00007667,U006199,02/01/2024 09:13,processing,4760
O00007668,U000176,18/12/2024 00:08,processing,54950
O00007669,U005963,20/07/2024 10:35,processing,9730
O00007670,U006868,08/10/2024 22:31,processing,33500
O00007671,U004898,29/04/2025 05:21,completed,25350
O00007672,U004619,05/02/2025 06:12,shipped,20200
O00007673,U005481,27/11/2024 17:11,processing,3150
O00007674,U006533,21/05/2024 22:59,cancelled,2370
O00007675,U008709,02/04/2025 13:11,completed,42300
O00007676,U002050,25/10/2024 18:35,shipped,77100
O00007677,U009751,01/02/2024 15:32,completed,58540
O00007678,U004473,06/10/2024 14:02,returned,2880
O00007679,U005066,27/09/2025 02:37,completed,4680
O00007680,U002699,31/10/2024 14:49,completed,100740
O00007681,U001948,09/04/2025 07:01,completed,4800
O00007682,U001927,15/06/2024 08:17,returned,17300
O00007683,U000814,20/07/2025 15:13,cancelled,65925
O00007684,U009871,10/04/2024 10:25,returned,116400
O00007685,U003365,08/04/2024 09:43,completed,83350
O00007686,U001135,17/02/2024 21:42,cancelled,90460
O00007687,U009914,21/04/2025 10:25,returned,3200
O00007688,U007731,09/07/2024 02:11,processing,600
O00007689,U001914,05/03/2025 04:51,returned,86860
O00007690,U008540,17/10/2024 10:17,returned,33600
O00007691,U006515,30/06/2024 06:11,returned,7000
O00007692,U000804,31/07/2025 12:10,shipped,29940
O00007693,U009333,30/10/2025 10:17,shipped,96630
O00007694,U009577,29/03/2024 11:08,cancelled,6160
O00007695,U004920,03/06/2025 15:31,completed,39740
O00007696,U002053,25/07/2024 11:04,cancelled,11880
O00007697,U005103,27/09/2024 18:46,shipped,21570
O00007698,U003616,07/10/2025 01:51,completed,86750
O00007699,U006813,09/10/2025 15:07,shipped,30600
O00007700,U000909,20/06/2024 23:15,returned,134500
O00007701,U007833,10/11/2025 15:09,completed,22460
O00007702,U008613,12/01/2025 08:54,processing,46660
O00007703,U006557,18/02/2025 20:14,completed,87500
O00007704,U004275,23/03/2024 11:56,shipped,11880
O00007705,U003606,19/07/2024 08:26,shipped,27930
O00007706,U009523,12/01/2025 16:48,processing,29020
O00007707,U002139,15/06/2024 22:37,returned,12500
O00007708,U006921,29/09/2025 14:39,returned,42200
O00007709,U002320,07/01/2024 16:31,returned,12000
O00007710,U000705,03/04/2025 04:08,completed,6930
O00007711,U006950,24/09/2024 07:49,processing,7750
O00007712,U008913,26/07/2024 18:41,returned,40530
O00007713,U004158,16/02/2025 04:38,shipped,25670
O00007714,U006676,21/09/2024 21:06,completed,29940
O00007715,U006191,25/02/2024 14:04,cancelled,131220
O00007716,U000721,01/01/2024 01:54,returned,53200
O00007717,U001316,03/06/2025 09:51,completed,11940
O00007718,U002114,16/10/2024 03:06,completed,66000
O00007719,U004862,14/08/2025 06:21,completed,4950
O00007720,U007951,24/06/2024 05:50,shipped,14600
O00007721,U006686,29/11/2024 12:36,shipped,94470
O00007722,U001129,05/04/2024 11:08,completed,19980
O00007723,U004772,15/05/2025 19:52,shipped,79500
O00007724,U000958,25/04/2024 01:04,completed,123340
O00007725,U002613,26/11/2024 21:54,shipped,7200
O00007726,U005704,07/08/2024 13:06,completed,29970
O00007727,U008848,28/07/2025 22:10,cancelled,47500
O00007728,U007568,28/02/2025 07:59,completed,123250
O00007729,U006179,09/03/2024 05:38,completed,78430
O00007730,U008148,22/06/2025 04:54,completed,22050
O00007731,U008499,19/12/2024 21:41,cancelled,126156
O00007732,U008362,28/05/2024 23:54,shipped,179708
O00007733,U003506,30/08/2025 09:14,cancelled,11070
O00007734,U001018,14/08/2025 03:21,processing,13200
O00007735,U008730,04/05/2024 22:11,cancelled,34790
O00007736,U002321,19/02/2025 11:04,completed,185860
O00007737,U004613,07/08/2025 11:11,processing,33470
O00007738,U004194,25/04/2025 12:28,completed,54450
O00007739,U008635,20/09/2025 22:53,shipped,192890
O00007740,U006523,29/09/2024 12:04,cancelled,50850
O00007741,U008538,13/04/2024 08:50,completed,18000
O00007742,U000983,18/01/2024 01:38,cancelled,76720
O00007743,U008851,13/02/2025 23:19,returned,104978
O00007744,U008095,25/06/2024 21:43,shipped,20250
O00007745,U003020,04/08/2025 15:03,processing,6000
O00007746,U000779,15/02/2025 17:07,shipped,146810
O00007747,U000488,27/06/2025 22:31,returned,28000
O00007748,U001472,07/11/2024 08:10,shipped,90790
O00007749,U009493,31/08/2025 05:27,returned,166928
O00007750,U005955,21/07/2025 14:14,completed,30000
O00007751,U009616,14/05/2025 15:15,completed,61800
O00007752,U002810,28/11/2024 17:54,completed,91350
O00007753,U003375,22/06/2024 08:54,processing,10900
O00007754,U000464,21/09/2024 14:05,completed,21950
O00007755,U009177,18/07/2025 22:05,returned,52480
O00007756,U000967,22/11/2024 06:47,returned,11250
O00007757,U002917,04/02/2024 17:50,cancelled,43720
O00007758,U003924,16/10/2024 02:53,shipped,15582
O00007759,U001057,05/01/2024 23:22,completed,46200
O00007760,U009916,26/09/2024 23:14,shipped,43450
O00007761,U007302,04/03/2025 23:00,processing,55880
O00007762,U007068,28/01/2024 15:07,cancelled,76000
O00007763,U001711,11/07/2025 10:26,returned,570
O00007764,U007102,19/03/2025 14:35,completed,17490
O00007765,U008584,20/09/2025 08:27,completed,34950
O00007766,U002047,06/09/2025 05:13,shipped,9950
O00007767,U004463,16/08/2025 15:00,returned,19650
O00007768,U008988,26/07/2025 09:27,cancelled,22354
O00007769,U001932,05/06/2025 23:28,returned,68950
O00007770,U005227,03/06/2025 06:19,cancelled,63650
O00007771,U007618,30/09/2024 04:22,returned,47700
O00007772,U006179,11/07/2024 16:56,completed,15000
O00007773,U001750,24/05/2024 15:31,completed,53920
O00007774,U008004,12/07/2024 15:49,returned,99060
O00007775,U001048,10/09/2024 16:31,shipped,3500
O00007776,U004790,22/09/2024 01:09,returned,25800
O00007777,U004236,19/09/2025 10:52,returned,83450
O00007778,U006709,17/08/2025 17:54,shipped,41450
O00007779,U008549,25/06/2024 10:15,shipped,13660
O00007780,U006180,20/04/2024 00:16,cancelled,79590
O00007781,U008049,28/08/2024 16:50,returned,120870
O00007782,U008597,14/09/2025 13:15,processing,69930
O00007783,U002074,07/10/2025 22:20,cancelled,31500
O00007784,U004266,17/01/2024 14:10,cancelled,241500
O00007785,U006988,06/10/2024 04:44,cancelled,54024
O00007786,U002783,26/01/2024 18:01,completed,120650
O00007787,U007796,22/06/2024 02:02,shipped,20000
O00007788,U002076,25/09/2025 03:20,returned,700
O00007789,U008940,28/07/2025 03:51,cancelled,52750
O00007790,U005520,15/11/2024 03:18,completed,32300
O00007791,U009432,08/10/2025 09:46,completed,5500
O00007792,U009674,28/04/2024 09:35,shipped,7960
O00007793,U002406,18/07/2024 10:54,processing,55200
O00007794,U007307,24/09/2025 14:24,returned,39750
O00007795,U003453,21/08/2024 03:20,shipped,4500
O00007796,U006904,23/06/2025 11:31,completed,99580
O00007797,U004892,15/03/2025 08:41,cancelled,30180
O00007798,U005306,04/03/2025 22:58,processing,129340
O00007799,U005420,05/10/2024 16:15,processing,17150
O00007800,U003682,11/05/2025 20:33,returned,44080
O00007801,U005760,08/03/2024 21:41,completed,81000
O00007802,U001541,06/07/2025 12:32,returned,27200
O00007803,U001524,08/06/2024 15:54,processing,21000
O00007804,U004150,13/02/2025 07:38,cancelled,11250
O00007805,U002058,18/10/2025 17:53,cancelled,25350
O00007806,U008940,04/10/2024 06:52,returned,42740
O00007807,U008679,05/04/2025 09:09,shipped,27000
O00007808,U006166,16/12/2024 07:49,shipped,30650
O00007809,U008802,10/01/2025 03:39,returned,50520
O00007810,U001597,10/05/2025 08:46,cancelled,79050
O00007811,U004579,31/10/2024 05:48,completed,8320
O00007812,U008994,25/01/2024 03:07,shipped,16150
O00007813,U002944,27/12/2024 15:24,returned,22000
O00007814,U007512,22/07/2025 20:00,shipped,11800
O00007815,U006365,10/08/2025 22:04,returned,192440
O00007816,U009413,08/04/2025 16:22,returned,53920
O00007817,U002620,28/01/2024 09:16,cancelled,36150
O00007818,U003216,01/05/2024 08:23,cancelled,26250
O00007819,U005966,06/02/2025 19:05,completed,46200
O00007820,U001383,08/08/2024 16:32,shipped,182910
O00007821,U008115,16/07/2025 06:11,returned,45550
O00007822,U009465,05/04/2024 16:13,processing,47435
O00007823,U003768,06/03/2025 11:20,returned,52750
O00007824,U004977,17/10/2025 16:44,completed,2200
O00007825,U006006,23/05/2025 07:16,shipped,26000
O00007826,U007779,21/02/2025 22:58,completed,30560
O00007827,U004184,30/11/2024 11:19,returned,60800
O00007828,U001123,24/05/2025 14:29,returned,11000
O00007829,U007574,17/05/2025 12:46,completed,12480
O00007830,U003528,01/07/2025 10:00,completed,26000
O00007831,U001947,07/02/2025 11:25,cancelled,10140
O00007832,U006125,25/07/2025 04:25,shipped,11200
O00007833,U002207,01/01/2024 22:46,completed,14700
O00007834,U005830,16/02/2025 17:01,cancelled,26650
O00007835,U007532,30/06/2024 04:41,returned,79980
O00007836,U005542,06/10/2024 15:13,shipped,17550
O00007837,U008226,27/08/2025 11:30,cancelled,24570
O00007838,U008391,29/01/2025 23:54,completed,34860
O00007839,U002972,12/11/2024 00:55,completed,46550
O00007840,U006165,03/08/2025 22:33,shipped,11350
O00007841,U003844,20/05/2024 09:23,processing,132400
O00007842,U001137,22/08/2024 04:05,processing,86970
O00007843,U005084,01/03/2025 09:46,completed,2750
O00007844,U004985,08/01/2025 04:15,shipped,236430
O00007845,U003213,17/05/2024 03:10,processing,67200
O00007846,U005823,31/07/2024 01:42,shipped,59100
O00007847,U004867,14/08/2025 05:55,processing,33000
O00007848,U006311,09/04/2024 08:26,returned,7500
O00007849,U007405,13/01/2025 03:30,shipped,104400
O00007850,U001699,12/05/2024 05:07,shipped,23600
O00007851,U007245,09/08/2024 02:30,completed,47346
O00007852,U007633,07/09/2024 06:07,completed,164440
O00007853,U000456,10/06/2025 10:19,processing,56000
O00007854,U004928,24/01/2025 11:20,processing,38650
O00007855,U007399,06/12/2024 02:37,cancelled,90700
O00007856,U005628,13/05/2025 03:03,completed,8970
O00007857,U008077,22/09/2025 21:01,returned,22450
O00007858,U009277,07/07/2025 21:42,completed,11150
O00007859,U007944,20/12/2024 07:00,returned,59200
O00007860,U007093,29/09/2025 14:19,returned,4000
O00007861,U007233,28/01/2024 00:58,returned,6250
O00007862,U008011,24/04/2025 16:37,shipped,79200
O00007863,U007452,27/08/2025 13:13,returned,61900
O00007864,U000691,06/10/2024 23:36,shipped,11400
O00007865,U003413,30/01/2025 22:42,cancelled,2450
O00007866,U001321,26/09/2025 00:39,cancelled,19180
O00007867,U005784,14/05/2025 07:22,returned,98460
O00007868,U005173,27/09/2025 10:59,cancelled,15000
O00007869,U005597,27/04/2024 06:39,returned,63950
O00007870,U006135,28/02/2024 23:22,processing,68840
O00007871,U005123,13/10/2025 04:55,shipped,26950
O00007872,U007782,21/11/2024 03:22,cancelled,11500
O00007873,U007227,13/07/2025 14:44,shipped,40500
O00007874,U004836,05/06/2025 17:32,processing,136200
O00007875,U000818,10/04/2024 05:06,shipped,25740
O00007876,U001141,28/06/2024 05:13,completed,22890
O00007877,U000784,30/05/2025 18:19,completed,3600
O00007878,U001453,13/04/2025 08:21,shipped,114880
O00007879,U004544,23/08/2024 13:07,processing,38170
O00007880,U003660,20/08/2024 00:52,returned,69440
O00007881,U004265,28/02/2025 00:38,cancelled,1000
O00007882,U007933,25/08/2024 04:48,returned,195470
O00007883,U000734,16/02/2024 09:37,cancelled,57970
O00007884,U006408,01/10/2025 18:36,completed,6000
O00007885,U009809,05/07/2024 03:56,shipped,6930
O00007886,U002509,22/05/2024 23:10,returned,14400
O00007887,U006783,20/08/2025 23:34,completed,187940
O00007888,U009293,29/04/2025 21:38,returned,6470
O00007889,U008843,07/05/2025 11:04,completed,38530
O00007890,U002346,07/01/2024 12:38,processing,2400
O00007891,U008250,18/11/2024 01:41,cancelled,64320
O00007892,U000782,13/03/2025 01:39,shipped,8750
O00007893,U005218,21/05/2024 07:08,completed,21590
O00007894,U002779,05/06/2024 00:11,completed,15000
O00007895,U009229,21/06/2024 10:00,completed,27800
O00007896,U005226,17/05/2024 13:14,processing,4500
O00007897,U003063,23/10/2024 06:28,returned,69150
O00007898,U006936,18/09/2025 21:37,processing,17940
O00007899,U003812,26/03/2024 20:45,shipped,25400
O00007900,U008751,18/07/2025 20:39,processing,88410
O00007901,U002185,21/05/2025 12:44,processing,17880
O00007902,U003319,28/05/2025 10:47,shipped,106940
O00007903,U003109,10/07/2025 04:37,returned,207330
O00007904,U001836,22/05/2025 02:57,completed,16650
O00007905,U005536,22/03/2025 23:23,processing,82960
O00007906,U006777,14/07/2025 23:05,returned,6320
O00007907,U005086,14/05/2025 15:42,cancelled,37920
O00007908,U006777,22/02/2025 23:58,processing,30800
O00007909,U009525,14/07/2025 14:50,completed,25500
O00007910,U001972,27/09/2024 15:40,returned,16300
O00007911,U007837,06/11/2024 01:57,returned,4950
O00007912,U006624,30/08/2025 20:46,completed,127480
O00007913,U005570,19/05/2024 10:47,processing,6000
O00007914,U009541,29/10/2025 01:45,returned,98650
O00007915,U005694,14/10/2025 05:58,shipped,31500
O00007916,U005060,24/02/2024 14:33,processing,15960
O00007917,U006465,31/05/2024 12:57,cancelled,14250
O00007918,U002311,03/08/2025 20:42,processing,166930
O00007919,U002162,19/10/2025 08:07,completed,13635
O00007920,U009800,02/12/2024 01:37,processing,55980
O00007921,U004586,29/10/2024 10:38,returned,54470
O00007922,U000048,02/02/2024 05:31,shipped,105130
O00007923,U007166,29/01/2024 15:22,cancelled,67680
O00007924,U008721,31/07/2025 05:42,shipped,16800
O00007925,U008085,12/05/2024 21:06,shipped,94320
O00007926,U001218,07/12/2024 07:57,processing,11040
O00007927,U001512,11/06/2024 00:19,completed,9120
O00007928,U006182,04/07/2024 07:04,shipped,71900
O00007929,U002039,15/04/2025 15:21,cancelled,299353
O00007930,U006493,18/01/2024 07:31,processing,64290
O00007931,U003637,20/05/2024 21:31,processing,42700
O00007932,U000524,28/10/2025 23:21,cancelled,45940
O00007933,U004302,19/08/2024 12:41,returned,6720
O00007934,U000207,25/02/2024 15:30,completed,70860
O00007935,U008329,11/07/2024 16:59,shipped,22450
O00007936,U005105,06/07/2025 03:48,completed,27050
O00007937,U006229,29/02/2024 15:59,completed,38500
O00007938,U003330,05/05/2024 18:38,processing,37150
O00007939,U007781,18/08/2024 12:39,returned,7960
O00007940,U007798,29/06/2024 19:17,returned,58740
O00007941,U009511,29/09/2024 15:10,completed,18250
O00007942,U003454,04/03/2025 04:18,shipped,4600
O00007943,U007383,01/05/2024 03:11,cancelled,13200
O00007944,U008781,23/08/2025 23:52,shipped,42840
O00007945,U003758,03/10/2024 17:04,processing,18360
O00007946,U007292,08/10/2025 09:15,processing,121250
O00007947,U007305,25/02/2025 05:07,completed,96460
O00007948,U004545,08/12/2024 04:58,processing,117850
O00007949,U007391,18/08/2024 14:47,processing,4400
O00007950,U003172,03/09/2025 14:26,completed,5400
O00007951,U005815,21/09/2025 12:22,shipped,63030
O00007952,U001484,26/05/2024 16:49,processing,6000
O00007953,U002800,19/06/2024 00:09,cancelled,55460
O00007954,U008134,10/03/2025 19:36,completed,11550
O00007955,U008510,29/10/2024 16:27,completed,79380
O00007956,U006415,28/02/2025 01:41,cancelled,3600
O00007957,U005896,20/01/2025 04:23,completed,53470
O00007958,U001512,01/07/2025 00:23,shipped,48480
O00007959,U002641,11/11/2025 07:04,processing,9730
O00007960,U000121,19/10/2024 02:50,returned,59295
O00007961,U005161,25/01/2025 11:54,processing,2400
O00007962,U009068,03/05/2024 12:22,cancelled,30520
O00007963,U004737,07/12/2024 04:04,processing,50830
O00007964,U008278,14/08/2025 01:10,cancelled,10150
O00007965,U009409,14/03/2024 01:54,cancelled,66500
O00007966,U002382,08/02/2024 01:29,cancelled,215820
O00007967,U009079,04/05/2024 05:25,cancelled,112970
O00007968,U000487,02/01/2024 06:05,completed,11550
O00007969,U006309,22/03/2024 16:25,cancelled,243950
O00007970,U000342,17/12/2024 05:12,returned,15000
O00007971,U002169,10/06/2025 03:48,shipped,111140
O00007972,U007265,08/10/2024 19:36,shipped,2000
O00007973,U001709,27/07/2025 14:22,shipped,1200
O00007974,U000736,27/06/2024 23:49,cancelled,55725
O00007975,U006823,23/05/2024 20:19,returned,116300
O00007976,U004505,08/11/2025 20:08,completed,4900
O00007977,U007446,26/01/2025 07:46,cancelled,13600
O00007978,U002990,18/08/2025 08:03,processing,2600
O00007979,U009544,28/08/2025 22:12,returned,13080
O00007980,U006252,02/09/2024 14:43,shipped,42250
O00007981,U002882,01/03/2025 17:26,completed,15300
O00007982,U009057,16/05/2025 13:25,shipped,8550
O00007983,U005412,20/10/2025 01:50,cancelled,14140
O00007984,U002126,06/04/2024 14:44,shipped,118800
O00007985,U000471,02/04/2025 15:53,completed,29690
O00007986,U003939,15/08/2025 22:46,returned,15200
O00007987,U007761,11/03/2024 12:28,completed,17400
O00007988,U008399,05/07/2025 17:33,cancelled,236300
O00007989,U004085,25/06/2024 18:53,returned,6930
O00007990,U006446,11/05/2024 03:02,cancelled,4760
O00007991,U005485,09/11/2024 14:53,shipped,9700
O00007992,U006015,21/03/2024 11:23,shipped,21750
O00007993,U001500,25/10/2024 23:17,cancelled,8850
O00007994,U004335,18/02/2024 09:06,cancelled,48360
O00007995,U004485,10/05/2025 11:57,cancelled,14000
O00007996,U002756,25/05/2025 03:07,returned,236580
O00007997,U006515,16/05/2024 02:58,shipped,34930
O00007998,U000417,29/04/2025 23:02,cancelled,116810
O00007999,U008944,15/06/2024 05:52,shipped,63600
O00008000,U009724,13/02/2024 16:52,returned,15650
O00008001,U009812,23/06/2024 18:58,cancelled,35040
O00008002,U002716,02/04/2025 07:54,completed,3120
O00008003,U003265,27/05/2024 23:31,returned,51130
O00008004,U009411,22/08/2025 19:13,cancelled,21000
O00008005,U003182,03/02/2025 12:14,completed,51690
O00008006,U003827,13/04/2025 23:14,processing,21750
O00008007,U006659,15/12/2024 03:33,returned,1000
O00008008,U002461,04/03/2025 19:43,cancelled,8250
O00008009,U003242,09/01/2025 21:52,completed,124948
O00008010,U004289,14/05/2024 11:19,shipped,4800
O00008011,U002818,21/07/2024 11:54,processing,15300
O00008012,U005016,13/10/2024 13:59,cancelled,31650
O00008013,U008163,24/01/2024 03:01,shipped,65276
O00008014,U007713,02/09/2024 22:48,returned,76400
O00008015,U001079,26/07/2025 12:54,completed,60740
O00008016,U005619,01/02/2025 06:22,returned,56200
O00008017,U007780,21/01/2024 10:10,processing,10650
O00008018,U004944,03/06/2025 20:40,shipped,19600
O00008019,U006845,16/05/2025 05:41,completed,41640
O00008020,U000879,09/08/2024 20:58,processing,7750
O00008021,U005451,20/01/2025 02:38,processing,42000
O00008022,U003028,26/05/2025 19:24,returned,9600
O00008023,U004141,29/07/2025 00:52,cancelled,18500
O00008024,U003630,11/02/2025 22:25,returned,71580
O00008025,U009350,30/05/2024 19:36,completed,19530
O00008026,U005790,25/10/2025 22:42,returned,15250
O00008027,U007238,10/11/2024 07:56,processing,25800
O00008028,U005853,25/05/2024 00:55,cancelled,21890
O00008029,U001342,30/01/2025 11:43,returned,114370
O00008030,U003195,02/01/2024 16:04,cancelled,11940
O00008031,U004227,17/10/2025 02:00,completed,49200
O00008032,U005311,10/12/2024 08:06,processing,2250
O00008033,U005034,08/01/2025 12:51,returned,91020
O00008034,U002433,08/03/2024 17:51,returned,14580
O00008035,U009182,18/04/2025 13:11,processing,35410
O00008036,U007431,04/10/2024 12:18,shipped,51900
O00008037,U007035,23/03/2025 01:37,shipped,72000
O00008038,U002951,19/03/2024 00:21,processing,13200
O00008039,U003262,23/05/2024 22:49,processing,3600
O00008040,U005894,23/02/2025 09:06,cancelled,31500
O00008041,U004861,24/11/2024 06:22,shipped,11150
O00008042,U008380,22/05/2024 16:10,returned,41120
O00008043,U008421,25/09/2025 14:50,cancelled,79200
O00008044,U003064,18/01/2024 09:43,shipped,66500
O00008045,U001718,25/09/2024 23:28,cancelled,7000
O00008046,U009598,20/02/2024 06:33,shipped,7220
O00008047,U006503,20/02/2025 22:04,processing,19960
O00008048,U003711,02/02/2024 00:29,returned,66160
O00008049,U008643,24/05/2025 19:32,shipped,32640
O00008050,U002695,17/06/2025 15:03,cancelled,70310
O00008051,U001109,05/09/2025 20:52,cancelled,1250
O00008052,U009892,17/08/2024 05:40,processing,5950
O00008053,U000099,27/07/2024 16:59,completed,26300
O00008054,U001183,08/01/2025 00:36,shipped,111240
O00008055,U004872,12/08/2025 18:53,completed,23730
O00008056,U007012,24/10/2024 19:18,cancelled,5200
O00008057,U009220,24/07/2024 01:42,processing,63200
O00008058,U008520,12/09/2025 21:37,cancelled,23400
O00008059,U006097,17/12/2024 15:47,completed,27080
O00008060,U008378,01/09/2024 00:20,cancelled,17150
O00008061,U001522,21/06/2024 22:39,returned,60250
O00008062,U000264,11/07/2025 20:04,completed,5100
O00008063,U003331,16/05/2024 08:04,completed,65080
O00008064,U008677,08/11/2025 18:48,completed,21700
O00008065,U006836,05/02/2024 00:03,cancelled,109950
O00008066,U001283,02/09/2025 12:11,cancelled,12180
O00008067,U003943,22/12/2024 23:25,completed,25110
O00008068,U003905,28/08/2024 15:38,completed,77120
O00008069,U001260,21/09/2024 06:50,completed,31230
O00008070,U004062,29/05/2025 17:58,shipped,60514
O00008071,U006642,01/09/2024 15:07,returned,45450
O00008072,U004989,29/10/2025 15:50,cancelled,175790
O00008073,U009669,02/11/2024 11:09,returned,51300
O00008074,U007638,25/05/2025 19:59,completed,39490
O00008075,U005444,08/06/2024 23:11,cancelled,59950
O00008076,U002738,09/02/2024 23:12,returned,117490
O00008077,U007814,22/08/2025 10:34,shipped,30450
O00008078,U007933,08/05/2024 13:48,processing,36000
O00008079,U008753,15/08/2024 08:33,returned,8400
O00008080,U005727,09/11/2025 09:01,processing,58350
O00008081,U004423,06/02/2024 13:03,returned,168162
O00008082,U009071,26/05/2025 11:52,completed,8250
O00008083,U005929,22/02/2024 11:23,cancelled,22600
O00008084,U007950,11/05/2025 13:04,cancelled,74860
O00008085,U007317,22/09/2025 10:33,cancelled,6000
O00008086,U001099,05/08/2024 19:49,cancelled,138480
O00008087,U000935,01/05/2024 01:40,cancelled,14000
O00008088,U006110,02/01/2025 05:30,cancelled,129140
O00008089,U005478,09/06/2024 21:39,cancelled,69930
O00008090,U008601,10/10/2024 11:00,completed,36640
O00008091,U009250,12/05/2024 23:56,processing,58280
O00008092,U007739,11/04/2025 09:19,shipped,218390
O00008093,U009220,10/03/2024 00:38,cancelled,17850
O00008094,U001750,30/05/2025 13:19,processing,22800
O00008095,U000784,29/05/2025 21:16,returned,57600
O00008096,U002848,30/05/2024 21:57,shipped,12250
O00008097,U000295,03/03/2024 16:00,completed,57160
O00008098,U006442,04/03/2025 12:45,processing,11840
O00008099,U005220,26/05/2025 22:19,returned,50350
O00008100,U008291,24/03/2024 21:46,cancelled,110220
O00008101,U001614,17/07/2024 13:10,processing,25900
O00008102,U007528,15/12/2024 01:41,completed,3270
O00008103,U001599,19/05/2025 21:07,cancelled,22500
O00008104,U003975,18/04/2025 18:50,shipped,26540
O00008105,U008258,03/03/2024 21:31,completed,10200
O00008106,U005537,06/01/2024 10:26,processing,51222
O00008107,U008274,02/08/2025 10:03,returned,41000
O00008108,U003983,16/07/2024 14:07,processing,6750
O00008109,U009243,01/08/2025 05:57,shipped,480
O00008110,U008832,11/05/2025 13:57,processing,36200
O00008111,U008128,27/05/2024 13:11,cancelled,19500
O00008112,U001576,20/09/2024 03:44,shipped,110950
O00008113,U003702,01/05/2025 18:42,processing,44430
O00008114,U009892,09/09/2025 22:36,cancelled,36597
O00008115,U001757,11/11/2024 09:04,completed,41840
O00008116,U005020,25/03/2025 21:48,cancelled,143520
O00008117,U006633,16/02/2025 04:54,completed,68478
O00008118,U007249,24/04/2024 00:13,shipped,117930
O00008119,U004482,28/04/2024 01:52,processing,7200
O00008120,U006247,26/01/2024 21:52,cancelled,28120
O00008121,U001046,31/08/2025 23:45,cancelled,67050
O00008122,U005863,15/02/2024 03:57,shipped,21960
O00008123,U005856,10/07/2025 00:10,completed,17620
O00008124,U003773,20/01/2025 17:59,processing,133960
O00008125,U006257,20/07/2024 06:30,completed,133880
O00008126,U006916,31/05/2025 16:38,processing,5065
O00008127,U003441,04/10/2025 00:16,processing,23530
O00008128,U001193,28/02/2024 19:01,cancelled,27900
O00008129,U000271,04/02/2024 05:55,shipped,48650
O00008130,U000435,28/06/2025 20:25,completed,81020
O00008131,U001901,25/05/2025 13:07,returned,74850
O00008132,U009651,30/05/2024 15:48,completed,86800
O00008133,U009859,17/06/2025 09:22,processing,47250
O00008134,U002278,25/07/2024 05:09,cancelled,14340
O00008135,U006606,15/10/2024 13:47,completed,123930
O00008136,U003455,16/12/2024 06:19,shipped,105400
O00008137,U002593,14/02/2024 16:23,processing,56750
O00008138,U007776,25/06/2024 12:50,returned,10000
O00008139,U007854,21/06/2025 09:28,returned,58200
O00008140,U009462,03/06/2025 20:35,processing,10430
O00008141,U008089,20/04/2025 13:42,processing,171760
O00008142,U005563,30/06/2024 05:52,processing,43565
O00008143,U003459,09/11/2025 08:31,cancelled,2100
O00008144,U005327,05/08/2024 15:51,processing,18000
O00008145,U003723,08/08/2024 11:41,completed,10500
O00008146,U000645,01/04/2024 14:39,cancelled,15060
O00008147,U009682,12/02/2024 06:30,shipped,3950
O00008148,U008342,18/06/2024 23:23,returned,19800
O00008149,U008346,08/03/2024 16:37,shipped,56960
O00008150,U006926,04/06/2024 23:07,cancelled,2600
O00008151,U007754,06/08/2025 17:16,processing,23970
O00008152,U007844,23/06/2024 22:57,completed,18980
O00008153,U006858,20/02/2024 03:31,completed,16770
O00008154,U002135,26/07/2025 23:49,cancelled,7250
O00008155,U002499,28/08/2024 12:18,cancelled,18550
O00008156,U008390,19/12/2024 16:39,shipped,22000
O00008157,U005666,31/12/2024 17:56,completed,8250
O00008158,U009780,28/12/2024 19:28,returned,13750
O00008159,U008327,04/03/2025 20:24,processing,41000
O00008160,U001621,06/07/2025 14:35,returned,38750
O00008161,U009713,21/05/2025 21:28,shipped,18000
O00008162,U006999,21/03/2024 03:41,cancelled,13470
O00008163,U009801,17/09/2024 01:46,returned,78000
O00008164,U007732,06/12/2024 13:46,returned,7700
O00008165,U004393,17/03/2024 07:13,returned,41610
O00008166,U005632,26/06/2025 18:43,returned,21300
O00008167,U003556,14/11/2024 13:43,completed,5700
O00008168,U007124,21/06/2025 00:42,shipped,13050
O00008169,U001130,20/04/2025 20:18,shipped,42830
O00008170,U006067,07/09/2025 13:42,completed,15960
O00008171,U009107,26/06/2024 13:23,completed,22450
O00008172,U002809,19/08/2024 13:13,returned,283050
O00008173,U002196,27/01/2025 23:18,cancelled,83400
O00008174,U005152,30/06/2025 00:32,returned,93940
O00008175,U006494,26/08/2025 05:45,returned,49310
O00008176,U009372,19/07/2024 04:47,processing,103560
O00008177,U005231,28/06/2025 10:01,processing,152500
O00008178,U007377,10/06/2025 08:12,cancelled,14400
O00008179,U005022,13/02/2025 02:22,cancelled,36945
O00008180,U000268,17/03/2025 07:26,returned,15570
O00008181,U005573,03/10/2025 12:56,processing,43610
O00008182,U004771,09/09/2024 13:53,completed,99070
O00008183,U008313,02/08/2024 03:39,completed,20400
O00008184,U003424,30/09/2025 07:01,processing,18300
O00008185,U005781,19/04/2024 19:17,completed,130750
O00008186,U008164,10/04/2025 22:18,processing,73162
O00008187,U006691,05/05/2024 16:04,cancelled,92940
O00008188,U003689,26/10/2024 18:42,processing,16720
O00008189,U006100,29/03/2024 18:39,cancelled,31500
O00008190,U003464,15/05/2024 22:48,processing,23030
